,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level
7875,Therapeutic,2039-07-26,4326,8,4466
7876,Therapeutic,2039-07-26,4398,10,4575
7877,Surgical,2039-07-28,4152,18,4382
7878,Diagnostic,2039-07-29,4109,5,4296
7879,Diagnostic,2039-07-30,4261,12,4412
7880,Monitoring,2039-07-31,4589,20,4710
7881,Diagnostic,2039-08-02,4250,27,4373
7882,Monitoring,2039-08-06,4533,22,4692
7883,Surgical,2039-08-06,4493,18,4777
7884,Diagnostic,2039-08-09,4196,5,4485
7885,Monitoring,2039-08-09,4417,20,4610
7886,Monitoring,2039-08-09,4348,28,4615
7887,Monitoring,2039-08-11,4542,24,4808
7888,Diagnostic,2039-08-11,4226,10,4560
7889,Monitoring,2039-08-11,4069,27,4216
7890,Therapeutic,2039-08-13,4298,20,4390
7891,Therapeutic,2039-08-13,4313,13,4557
7892,Therapeutic,2039-08-14,4454,27,4766
7893,Diagnostic,2039-08-15,4164,18,4295
7894,Diagnostic,2039-08-16,4151,6,4415
7895,Diagnostic,2039-08-16,4210,15,4362
7896,Diagnostic,2039-08-18,4364,17,4621
7897,Monitoring,2039-08-18,4068,14,4375
7898,Therapeutic,2039-08-18,4197,14,4387
7899,Diagnostic,2039-08-21,4180,5,4478
7900,Diagnostic,2039-08-21,4344,4,4644
7901,Therapeutic,2039-08-21,4284,23,4424
7902,Therapeutic,2039-08-22,4306,13,4476
7903,Diagnostic,2039-08-22,4214,6,4420
7904,Surgical,2039-08-23,4145,12,4375
7905,Surgical,2039-08-23,4557,25,4773
7906,Surgical,2039-08-25,4405,5,4550
7907,Monitoring,2039-08-29,4519,28,4624
7908,Diagnostic,2039-08-29,4102,26,4413
7909,Monitoring,2039-09-01,4078,7,4400
7910,Diagnostic,2039-09-02,4383,7,4554
7911,Surgical,2039-09-03,4240,3,4432
7912,Surgical,2039-09-07,4272,12,4604
7913,Therapeutic,2039-09-08,4359,20,4530
7914,Therapeutic,2039-09-11,4038,5,4293
7915,Therapeutic,2039-09-13,4046,4,4207
7916,Therapeutic,2039-09-13,4396,18,4575
7917,Therapeutic,2039-09-14,4116,12,4305
7918,Monitoring,2039-09-14,4254,26,4369
7919,Surgical,2039-09-16,4444,20,4674
7920,Therapeutic,2039-09-16,4445,26,4544
7921,Surgical,2039-09-16,4296,13,4523
7922,Therapeutic,2039-09-16,4163,22,4264
7923,Monitoring,2039-09-19,4281,17,4374
7924,Diagnostic,2039-09-19,4284,14,4523
7925,Monitoring,2039-09-21,4199,9,4454
7926,Monitoring,2039-09-21,4258,15,4457
7927,Surgical,2039-09-21,4375,27,4513
7928,Diagnostic,2039-09-21,4500,25,4730
7929,Monitoring,2039-09-25,4023,27,4328
7930,Diagnostic,2039-09-26,4223,19,4316
7931,Diagnostic,2039-09-26,4381,23,4488
7932,Diagnostic,2039-09-27,4295,15,4487
7933,Surgical,2039-09-27,4050,15,4259
7934,Surgical,2039-09-30,4160,25,4333
7935,Monitoring,2039-10-01,4281,5,4384
7936,Therapeutic,2039-10-03,4002,6,4246
7937,Therapeutic,2039-10-05,4319,12,4421
7938,Surgical,2039-10-09,4325,7,4644
7939,Monitoring,2039-10-10,4272,6,4397
7940,Diagnostic,2039-10-10,4489,12,4653
7941,Surgical,2039-10-11,4478,8,4638
7942,Diagnostic,2039-10-11,4522,8,4787
7943,Surgical,2039-10-14,4171,24,4414
7944,Surgical,2039-10-14,4242,7,4415
7945,Monitoring,2039-10-15,4415,21,4644
7946,Monitoring,2039-10-15,4238,13,4555
7947,Monitoring,2039-10-17,4447,4,4690
7948,Surgical,2039-10-17,4105,19,4191
7949,Therapeutic,2039-10-17,4429,14,4643
7950,Diagnostic,2039-10-17,4455,15,4701
7951,Monitoring,2039-10-18,4455,15,4668
7952,Therapeutic,2039-10-18,4011,10,4119
7953,Monitoring,2039-10-18,4372,14,4620
7954,Monitoring,2039-10-19,4362,29,4457
7955,Surgical,2039-10-19,4333,27,4464
7956,Surgical,2039-10-20,4111,29,4399
7957,Diagnostic,2039-10-20,4391,23,4721
7958,Monitoring,2039-10-20,4086,27,4177
7959,Surgical,2039-10-21,4097,23,4385
7960,Diagnostic,2039-10-22,4172,7,4393
7961,Diagnostic,2039-10-23,4127,10,4337
7962,Therapeutic,2039-10-23,4276,20,4495
7963,Surgical,2039-10-26,4240,18,4361
7964,Surgical,2039-10-28,4130,14,4281
7965,Monitoring,2039-10-28,4049,14,4281
7966,Monitoring,2039-10-29,4478,26,4825
7967,Monitoring,2039-10-29,4290,24,4402
7968,Diagnostic,2039-10-30,4122,17,4370
7969,Therapeutic,2039-10-30,4190,12,4325
7970,Monitoring,2039-10-30,4256,4,4400
7971,Surgical,2039-10-31,4146,4,4455
7972,Monitoring,2039-10-31,4227,29,4474
7973,Diagnostic,2039-10-31,4208,27,4381
7974,Diagnostic,2039-11-02,4532,18,4845
7975,Monitoring,2039-11-02,4071,10,4213
7976,Monitoring,2039-11-02,4428,3,4586
7977,Diagnostic,2039-11-05,4525,28,4689
7978,Therapeutic,2039-11-06,4505,29,4748
7979,Diagnostic,2039-11-06,4095,15,4314
7980,Surgical,2039-11-06,4419,23,4689
7981,Monitoring,2039-11-07,4325,7,4444
7982,Diagnostic,2039-11-07,4164,5,4376
7983,Monitoring,2039-11-08,4175,26,4417
7984,Therapeutic,2039-11-09,4388,6,4516
7985,Monitoring,2039-11-09,4188,24,4433
7986,Monitoring,2039-11-10,4317,27,4622
7987,Therapeutic,2039-11-13,4096,29,4401
7988,Therapeutic,2039-11-14,4153,24,4330
7989,Monitoring,2039-11-15,4372,26,4534
7990,Therapeutic,2039-11-16,4531,19,4687
7991,Monitoring,2039-11-16,4470,5,4662
7992,Therapeutic,2039-11-17,4483,8,4837
7993,Monitoring,2039-11-17,4147,26,4476
7994,Surgical,2039-11-18,4240,11,4524
7995,Monitoring,2039-11-20,4312,25,4399
7996,Diagnostic,2039-11-23,4665,26,5032
7997,Surgical,2039-11-26,4349,6,4629
7998,Diagnostic,2039-11-27,4348,6,4628
7999,Diagnostic,2039-11-27,4449,20,4660
8000,Therapeutic,2039-11-27,4456,3,4744
8001,Monitoring,2039-11-28,4510,18,4617
8002,Diagnostic,2039-11-28,4316,25,4434
8003,Diagnostic,2039-11-28,4557,29,4723
8004,Therapeutic,2039-11-28,4444,22,4698
8005,Diagnostic,2039-11-29,4583,4,4814
8006,Monitoring,2039-12-02,4571,13,4835
8007,Monitoring,2039-12-03,4279,13,4604
8008,Diagnostic,2039-12-04,4195,14,4442
8009,Monitoring,2039-12-04,4303,21,4427
8010,Diagnostic,2039-12-04,4270,26,4399
8011,Monitoring,2039-12-06,4413,12,4609
8012,Therapeutic,2039-12-08,4609,8,4727
8013,Therapeutic,2039-12-08,4555,3,4766
8014,Monitoring,2039-12-09,4595,11,4948
8015,Therapeutic,2039-12-09,4349,19,4619
8016,Diagnostic,2039-12-11,4487,27,4757
8017,Therapeutic,2039-12-11,4446,27,4600
8018,Diagnostic,2039-12-11,4514,25,4659
8019,Monitoring,2039-12-11,4389,20,4580
8020,Surgical,2039-12-12,4295,17,4626
8021,Surgical,2039-12-12,4355,20,4506
8022,Diagnostic,2039-12-12,4232,29,4367
8023,Monitoring,2039-12-18,4729,21,4875
8024,Therapeutic,2039-12-18,4343,17,4527
8025,Therapeutic,2039-12-19,4504,6,4670
8026,Therapeutic,2039-12-19,4285,25,4455
8027,Diagnostic,2039-12-20,4312,23,4608
8028,Surgical,2039-12-21,4377,18,4489
8029,Surgical,2039-12-23,4616,8,4858
8030,Therapeutic,2039-12-23,4522,16,4736
8031,Diagnostic,2039-12-24,4660,3,4763
8032,Monitoring,2039-12-24,4545,25,4889
8033,Therapeutic,2039-12-28,4681,8,4879
8034,Therapeutic,2039-12-28,4373,25,4578
8035,Diagnostic,2039-12-28,4763,18,4896
8036,Surgical,2039-12-28,4595,26,4738
8037,Diagnostic,2039-12-29,4360,26,4459
8038,Therapeutic,2039-12-29,4723,19,4837
8039,Diagnostic,2039-12-29,4383,27,4535
8040,Therapeutic,2040-01-01,4588,25,4900
8041,Diagnostic,2040-01-04,4655,6,5000
8042,Therapeutic,2040-01-06,4327,23,4597
8043,Monitoring,2040-01-09,4384,23,4529
8044,Monitoring,2040-01-10,4613,27,4715
8045,Diagnostic,2040-01-11,4691,16,4963
8046,Surgical,2040-01-12,4752,7,4927
8047,Monitoring,2040-01-12,4614,24,4924
8048,Monitoring,2040-01-13,4514,18,4745
8049,Therapeutic,2040-01-13,4358,27,4522
8050,Monitoring,2040-01-16,4838,24,4960
8051,Therapeutic,2040-01-16,4773,21,5055
8052,Therapeutic,2040-01-17,4529,29,4646
8053,Surgical,2040-01-18,4867,18,5240
8054,Surgical,2040-01-19,4816,5,5030
8055,Surgical,2040-01-19,4339,18,4626
8056,Therapeutic,2040-01-19,4835,8,5018
8057,Diagnostic,2040-01-19,4584,18,4896
8058,Diagnostic,2040-01-21,4822,5,5156
8059,Monitoring,2040-01-21,4722,24,5061
8060,Diagnostic,2040-01-21,4452,10,4754
8061,Monitoring,2040-01-22,4711,15,4845
8062,Surgical,2040-01-26,4724,3,5093
8063,Surgical,2040-01-26,4866,6,5062
8064,Diagnostic,2040-01-27,4582,20,4794
8065,Monitoring,2040-01-28,4548,21,4699
8066,Surgical,2040-01-29,4517,19,4782
8067,Therapeutic,2040-01-31,4739,9,5096
8068,Therapeutic,2040-02-01,4865,9,5203
8069,Monitoring,2040-02-01,4470,26,4656
8070,Monitoring,2040-02-02,4852,15,5040
8071,Therapeutic,2040-02-02,4493,29,4798
8072,Monitoring,2040-02-02,4800,23,5010
8073,Surgical,2040-02-05,4758,9,5131
8074,Therapeutic,2040-02-05,4515,10,4618
8075,Surgical,2040-02-06,4742,16,4849
8076,Therapeutic,2040-02-06,4710,29,4833
8077,Monitoring,2040-02-08,4856,10,5142
8078,Surgical,2040-02-08,4702,4,4812
8079,Diagnostic,2040-02-09,4525,6,4860
8080,Surgical,2040-02-10,4897,25,5128
8081,Monitoring,2040-02-10,4439,23,4540
8082,Diagnostic,2040-02-11,4657,16,4765
8083,Therapeutic,2040-02-11,4777,12,5030
8084,Diagnostic,2040-02-12,4859,18,4983
8085,Therapeutic,2040-02-13,4536,13,4668
8086,Diagnostic,2040-02-15,4884,15,5208
8087,Surgical,2040-02-15,4687,18,4877
8088,Therapeutic,2040-02-15,4603,11,4916
8089,Surgical,2040-02-15,4648,27,4879
8090,Surgical,2040-02-16,4672,23,4848
8091,Diagnostic,2040-02-18,4632,14,4967
8092,Diagnostic,2040-02-19,4680,9,4902
8093,Diagnostic,2040-02-19,4692,5,5051
8094,Surgical,2040-02-20,4510,18,4797
8095,Surgical,2040-02-24,4566,16,4759
8096,Therapeutic,2040-02-24,4592,18,4775
8097,Surgical,2040-02-24,4691,16,4874
8098,Diagnostic,2040-02-25,4917,25,5043
8099,Diagnostic,2040-02-25,4567,3,4925
8100,Diagnostic,2040-02-28,4652,28,4871
8101,Monitoring,2040-03-01,4750,29,5097
8102,Therapeutic,2040-03-01,4950,26,5313
8103,Therapeutic,2040-03-02,4829,10,5126
8104,Therapeutic,2040-03-03,4542,7,4791
8105,Surgical,2040-03-04,4636,13,5001
8106,Therapeutic,2040-03-04,4838,17,4992
8107,Surgical,2040-03-07,4874,10,5022
8108,Diagnostic,2040-03-08,4807,17,4932
8109,Therapeutic,2040-03-08,4836,19,5127
8110,Surgical,2040-03-08,4690,20,4911
8111,Monitoring,2040-03-08,4839,29,4942
8112,Therapeutic,2040-03-10,4919,6,5022
8113,Diagnostic,2040-03-12,4969,27,5089
8114,Monitoring,2040-03-13,4763,14,5014
8115,Therapeutic,2040-03-13,4759,11,4944
8116,Therapeutic,2040-03-13,4762,16,5103
8117,Therapeutic,2040-03-13,4626,9,4810
8118,Surgical,2040-03-14,4833,19,5218
8119,Surgical,2040-03-15,4742,22,5064
8120,Diagnostic,2040-03-16,4895,14,5282
8121,Surgical,2040-03-17,4786,12,4916
8122,Surgical,2040-03-17,4943,11,5149
8123,Diagnostic,2040-03-18,4887,16,5208
8124,Diagnostic,2040-03-18,4953,18,5312
8125,Surgical,2040-03-18,4946,16,5129
8126,Therapeutic,2040-03-19,4620,22,4897
8127,Diagnostic,2040-03-21,4630,7,4925
8128,Surgical,2040-03-22,4609,4,4824
8129,Therapeutic,2040-03-23,4964,8,5132
8130,Therapeutic,2040-03-24,5003,4,5118
8131,Surgical,2040-03-24,4620,13,4830
8132,Diagnostic,2040-03-24,4908,28,5167
8133,Surgical,2040-03-25,5017,17,5379
8134,Surgical,2040-03-26,4747,9,4895
8135,Monitoring,2040-03-26,4574,26,4729
8136,Diagnostic,2040-03-28,4943,22,5146
8137,Surgical,2040-03-29,4992,23,5138
8138,Diagnostic,2040-03-29,4830,8,5186
8139,Therapeutic,2040-03-29,4993,16,5268
8140,Surgical,2040-03-29,4617,3,4764
8141,Surgical,2040-03-31,4684,5,4788
8142,Monitoring,2040-03-31,4672,22,5014
8143,Monitoring,2040-03-31,5008,21,5343
8144,Surgical,2040-03-31,4983,7,5101
8145,Therapeutic,2040-04-01,4771,15,5029
8146,Surgical,2040-04-02,4871,22,5252
8147,Diagnostic,2040-04-03,4923,17,5137
8148,Monitoring,2040-04-03,4810,5,4911
8149,Monitoring,2040-04-04,4872,16,5203
8150,Surgical,2040-04-05,4804,10,5118
8151,Surgical,2040-04-05,4886,15,5115
8152,Surgical,2040-04-06,4941,11,5168
8153,Therapeutic,2040-04-06,4711,16,4951
8154,Monitoring,2040-04-09,4524,11,4624
8155,Monitoring,2040-04-10,4693,16,4912
8156,Surgical,2040-04-13,4687,7,4781
8157,Diagnostic,2040-04-15,4553,25,4735
8158,Therapeutic,2040-04-17,4582,17,4724
8159,Surgical,2040-04-17,4732,16,4906
8160,Surgical,2040-04-18,4847,13,4969
8161,Surgical,2040-04-21,4807,27,5068
8162,Monitoring,2040-04-21,4573,14,4783
8163,Diagnostic,2040-04-23,4729,10,4904
8164,Surgical,2040-04-25,4487,3,4751
8165,Therapeutic,2040-04-27,4708,21,4960
8166,Therapeutic,2040-04-28,4955,11,5223
8167,Monitoring,2040-04-29,4694,9,4946
8168,Monitoring,2040-04-30,4877,9,5252
8169,Monitoring,2040-05-04,4759,21,4968
8170,Monitoring,2040-05-04,4791,5,5072
8171,Diagnostic,2040-05-05,4805,21,5060
8172,Diagnostic,2040-05-05,4869,28,5170
8173,Monitoring,2040-05-08,4763,5,5135
8174,Surgical,2040-05-08,4724,10,5062
8175,Therapeutic,2040-05-11,4936,25,5244
8176,Monitoring,2040-05-11,4735,13,5048
8177,Diagnostic,2040-05-12,4623,27,4848
8178,Therapeutic,2040-05-12,4658,9,4826
8179,Surgical,2040-05-12,4599,14,4801
8180,Diagnostic,2040-05-12,4596,5,4775
8181,Diagnostic,2040-05-12,4656,17,4991
8182,Monitoring,2040-05-13,4749,26,4968
8183,Surgical,2040-05-13,4780,26,5162
8184,Monitoring,2040-05-13,4857,6,5228
8185,Monitoring,2040-05-14,4835,12,5161
8186,Diagnostic,2040-05-16,4619,29,4815
8187,Diagnostic,2040-05-17,4647,6,4806
8188,Surgical,2040-05-17,4869,18,5006
8189,Surgical,2040-05-20,4699,26,4898
8190,Monitoring,2040-05-21,4754,20,5101
8191,Therapeutic,2040-05-22,4837,12,5102
8192,Monitoring,2040-05-22,4834,3,4950
8193,Surgical,2040-05-22,4517,16,4808
8194,Surgical,2040-05-24,4423,11,4696
8195,Monitoring,2040-05-27,4657,8,4898
8196,Surgical,2040-05-28,4736,6,4933
8197,Therapeutic,2040-05-29,4895,6,5213
8198,Monitoring,2040-05-31,4725,16,5039
8199,Therapeutic,2040-05-31,4583,22,4919
8200,Monitoring,2040-06-04,4679,3,4968
8201,Surgical,2040-06-05,4692,11,5016
8202,Surgical,2040-06-08,4898,23,5058
8203,Diagnostic,2040-06-08,4722,28,4972
8204,Surgical,2040-06-13,4945,23,5177
8205,Therapeutic,2040-06-15,4555,29,4721
8206,Surgical,2040-06-15,4436,29,4591
8207,Monitoring,2040-06-18,4722,25,5059
8208,Diagnostic,2040-06-19,4558,14,4774
8209,Surgical,2040-06-19,4807,29,5185
8210,Monitoring,2040-06-23,4784,7,4953
8211,Surgical,2040-06-24,4418,16,4582
8212,Monitoring,2040-06-24,4457,15,4754
8213,Monitoring,2040-06-26,4506,23,4694
8214,Surgical,2040-06-26,4600,10,4899
8215,Surgical,2040-06-29,4621,12,4733
8216,Surgical,2040-06-29,4779,3,5127
8217,Monitoring,2040-06-29,4779,27,5046
8218,Monitoring,2040-06-30,4472,16,4702
8219,Diagnostic,2040-06-30,4762,14,4993
8220,Surgical,2040-07-01,4504,25,4810
8221,Surgical,2040-07-02,4387,10,4628
8222,Surgical,2040-07-04,4453,29,4744
8223,Surgical,2040-07-05,4556,25,4816
8224,Therapeutic,2040-07-05,4756,10,5114
8225,Therapeutic,2040-07-05,4636,3,4929
8226,Therapeutic,2040-07-06,4772,17,4922
8227,Surgical,2040-07-06,4455,19,4740
8228,Surgical,2040-07-10,4291,6,4414
8229,Surgical,2040-07-16,4518,11,4703
8230,Surgical,2040-07-18,4683,3,4962
8231,Surgical,2040-07-18,4632,3,4777
8232,Monitoring,2040-07-19,4628,14,4758
8233,Diagnostic,2040-07-19,4371,13,4634
8234,Therapeutic,2040-07-20,4257,9,4463
8235,Therapeutic,2040-07-21,4678,26,4816
8236,Therapeutic,2040-07-23,4284,22,4498
8237,Surgical,2040-07-24,4381,23,4470
8238,Monitoring,2040-07-27,4294,26,4407
8239,Monitoring,2040-07-27,4658,26,4891
8240,Monitoring,2040-07-28,4656,11,4866
8241,Therapeutic,2040-07-29,4617,7,4896
8242,Diagnostic,2040-08-02,4368,8,4475
8243,Therapeutic,2040-08-03,4419,3,4665
8244,Diagnostic,2040-08-03,4520,20,4626
8245,Therapeutic,2040-08-03,4577,27,4832
8246,Surgical,2040-08-05,4554,17,4763
8247,Diagnostic,2040-08-05,4413,8,4758
8248,Diagnostic,2040-08-06,4617,29,4869
8249,Monitoring,2040-08-07,4423,19,4665
8250,Surgical,2040-08-10,4611,11,4941
8251,Therapeutic,2040-08-11,4343,25,4661
8252,Surgical,2040-08-11,4567,17,4792
8253,Monitoring,2040-08-12,4475,23,4575
8254,Monitoring,2040-08-13,4432,20,4783
8255,Monitoring,2040-08-13,4372,14,4641
8256,Therapeutic,2040-08-14,4678,27,4837
8257,Diagnostic,2040-08-14,4720,6,4996
8258,Therapeutic,2040-08-15,4266,3,4491
8259,Therapeutic,2040-08-16,4477,16,4744
8260,Therapeutic,2040-08-18,4384,27,4661
8261,Therapeutic,2040-08-19,4519,6,4733
8262,Therapeutic,2040-08-19,4681,11,4963
8263,Diagnostic,2040-08-22,4526,13,4791
8264,Therapeutic,2040-08-24,4317,28,4645
8265,Monitoring,2040-08-25,4331,24,4654
8266,Surgical,2040-08-26,4523,27,4811
8267,Therapeutic,2040-08-26,4404,13,4706
8268,Monitoring,2040-08-26,4295,25,4578
8269,Surgical,2040-08-28,4310,9,4511
8270,Therapeutic,2040-08-28,4590,16,4762
8271,Monitoring,2040-08-29,4383,4,4700
8272,Diagnostic,2040-08-29,4318,15,4464
8273,Therapeutic,2040-08-29,4587,22,4845
8274,Monitoring,2040-08-30,4479,5,4810
8275,Surgical,2040-08-30,4658,28,4931
8276,Diagnostic,2040-08-31,4437,19,4620
8277,Monitoring,2040-09-03,4282,21,4386
8278,Surgical,2040-09-03,4312,7,4515
8279,Therapeutic,2040-09-04,4544,20,4747
8280,Diagnostic,2040-09-05,4674,28,4907
8281,Diagnostic,2040-09-05,4598,28,4782
8282,Diagnostic,2040-09-05,4607,12,4971
8283,Therapeutic,2040-09-05,4445,25,4721
8284,Therapeutic,2040-09-05,4367,8,4607
8285,Monitoring,2040-09-05,4619,11,4899
8286,Surgical,2040-09-06,4140,13,4283
8287,Surgical,2040-09-06,4429,20,4551
8288,Therapeutic,2040-09-09,4355,27,4444
8289,Monitoring,2040-09-11,4171,24,4438
8290,Surgical,2040-09-12,4482,27,4598
8291,Therapeutic,2040-09-13,4446,17,4538
8292,Therapeutic,2040-09-13,4564,24,4826
8293,Therapeutic,2040-09-16,4524,28,4788
8294,Therapeutic,2040-09-18,4313,6,4481
8295,Surgical,2040-09-18,4544,27,4768
8296,Surgical,2040-09-18,4611,13,4904
8297,Therapeutic,2040-09-19,4608,17,4732
8298,Therapeutic,2040-09-20,4344,10,4453
8299,Surgical,2040-09-23,4416,20,4688
8300,Diagnostic,2040-09-23,4442,29,4575
8301,Surgical,2040-09-24,4464,8,4711
8302,Surgical,2040-09-24,4316,26,4586
8303,Surgical,2040-09-24,4280,19,4479
8304,Diagnostic,2040-09-25,4574,12,4880
8305,Diagnostic,2040-09-25,4467,21,4656
8306,Diagnostic,2040-09-25,4206,9,4313
8307,Surgical,2040-09-28,4642,18,4797
8308,Monitoring,2040-09-30,4518,14,4700
8309,Diagnostic,2040-09-30,4516,10,4648
8310,Diagnostic,2040-09-30,4423,9,4666
8311,Surgical,2040-10-05,4361,9,4635
8312,Monitoring,2040-10-06,4462,3,4786
8313,Monitoring,2040-10-07,4606,12,4834
8314,Surgical,2040-10-15,4379,7,4547
8315,Surgical,2040-10-16,4425,17,4568
8316,Surgical,2040-10-17,4241,17,4378
8317,Monitoring,2040-10-17,4266,26,4359
8318,Surgical,2040-10-18,4220,26,4426
8319,Surgical,2040-10-19,4555,10,4873
8320,Diagnostic,2040-10-20,4317,10,4661
8321,Surgical,2040-10-20,4617,16,4712
8322,Monitoring,2040-10-22,4467,23,4738
8323,Therapeutic,2040-10-22,4237,12,4356
8324,Monitoring,2040-10-25,4625,7,4729
8325,Diagnostic,2040-10-30,4561,6,4702
8326,Diagnostic,2040-10-30,4594,11,4723
8327,Monitoring,2040-10-31,4525,22,4792
8328,Diagnostic,2040-10-31,4555,16,4794
8329,Diagnostic,2040-11-01,4340,17,4565
8330,Surgical,2040-11-01,4305,15,4533
8331,Diagnostic,2040-11-03,4608,10,4831
8332,Monitoring,2040-11-04,4388,24,4576
8333,Monitoring,2040-11-08,4352,28,4621
8334,Diagnostic,2040-11-08,4237,29,4503
8335,Diagnostic,2040-11-09,4331,21,4671
8336,Therapeutic,2040-11-11,4646,22,4853
8337,Diagnostic,2040-11-13,4323,3,4499
8338,Surgical,2040-11-14,4748,11,5095
8339,Therapeutic,2040-11-18,4583,7,4822
8340,Monitoring,2040-11-20,4686,6,4993
8341,Monitoring,2040-11-21,4406,25,4543
8342,Surgical,2040-11-24,4346,8,4654
8343,Therapeutic,2040-11-27,4722,26,4995
8344,Therapeutic,2040-11-28,4281,3,4601
8345,Monitoring,2040-11-28,4582,29,4845
8346,Therapeutic,2040-11-29,4557,14,4781
8347,Surgical,2040-11-29,4676,3,4875
8348,Therapeutic,2040-11-30,4243,7,4404
8349,Monitoring,2040-12-01,4322,12,4600
8350,Surgical,2040-12-02,4452,26,4716
8351,Therapeutic,2040-12-03,4424,5,4608
8352,Surgical,2040-12-07,4656,23,4890
8353,Monitoring,2040-12-07,4332,3,4459
8354,Surgical,2040-12-09,4749,11,5005
8355,Therapeutic,2040-12-09,4757,4,4857
8356,Monitoring,2040-12-09,4392,17,4482
8357,Therapeutic,2040-12-10,4378,24,4658
8358,Monitoring,2040-12-11,4712,7,4876
8359,Diagnostic,2040-12-12,4427,9,4643
8360,Diagnostic,2040-12-13,4748,6,5107
8361,Therapeutic,2040-12-13,4381,9,4605
8362,Monitoring,2040-12-13,4591,14,4685
8363,Diagnostic,2040-12-13,4706,3,4974
8364,Surgical,2040-12-14,4507,25,4650
8365,Diagnostic,2040-12-15,4656,18,5002
8366,Monitoring,2040-12-15,4815,23,4967
8367,Therapeutic,2040-12-18,4556,18,4720
8368,Surgical,2040-12-19,4389,7,4604
8369,Surgical,2040-12-19,4718,12,4854
8370,Monitoring,2040-12-20,4388,15,4520
8371,Monitoring,2040-12-22,4541,15,4747
8372,Surgical,2040-12-22,4743,3,4981
8373,Therapeutic,2040-12-26,4696,5,5069
8374,Diagnostic,2040-12-30,4580,28,4850
8375,Surgical,2040-12-30,4431,13,4709
8376,Monitoring,2040-12-31,4575,21,4667
8377,Surgical,2040-12-31,4843,22,4982
8378,Therapeutic,2040-12-31,4678,7,5040
8379,Monitoring,2041-01-01,4732,27,4830
8380,Surgical,2041-01-01,4457,29,4714
8381,Monitoring,2041-01-01,4506,6,4724
8382,Surgical,2041-01-02,4626,21,4976
8383,Surgical,2041-01-05,4804,28,4950
8384,Surgical,2041-01-05,4580,29,4702
8385,Surgical,2041-01-08,4520,20,4846
8386,Diagnostic,2041-01-08,4850,22,5042
8387,Surgical,2041-01-11,4764,21,5095
8388,Therapeutic,2041-01-11,4824,6,4962
8389,Diagnostic,2041-01-12,4899,7,5233
8390,Monitoring,2041-01-12,4689,24,5038
8391,Surgical,2041-01-14,4670,15,5031
8392,Diagnostic,2041-01-14,4927,21,5027
8393,Diagnostic,2041-01-14,4667,11,5005
8394,Surgical,2041-01-17,4862,19,4989
8395,Diagnostic,2041-01-17,4866,18,5187
8396,Diagnostic,2041-01-17,4937,8,5315
8397,Therapeutic,2041-01-18,4662,19,4759
8398,Diagnostic,2041-01-19,4819,5,4918
8399,Diagnostic,2041-01-19,4679,12,4954
8400,Surgical,2041-01-20,4554,19,4853
8401,Therapeutic,2041-01-20,4824,7,4964
8402,Diagnostic,2041-01-21,4989,7,5330
8403,Monitoring,2041-01-22,4828,9,5187
8404,Diagnostic,2041-01-24,4780,23,4991
8405,Monitoring,2041-01-24,4913,18,5121
8406,Surgical,2041-01-27,4534,27,4629
8407,Monitoring,2041-01-28,4890,27,5039
8408,Diagnostic,2041-01-30,4660,26,4800
8409,Surgical,2041-01-31,4801,6,5043
8410,Surgical,2041-01-31,4952,26,5145
8411,Therapeutic,2041-02-01,4610,29,4834
